instance_id,issue_link,problem_statement,issue_category,image_assets,image_category_1,image_category_2,name
openlayers__openlayers-13654,https://github.com/openlayers/openlayers/issues/13197,"Reprojection for WebGlTile layer
*I'm not sure I'm on the right track here and whether this is a bug or a feature or just my lack of knowledge:*

I'm trying to show a UTM COG on an EPSG:3857 (or 4326) map, but I can't get it working. Nothing shows up for the COG, but OSM and fitting the view to the COG extent works. I assume it doesn't support automatic reprojection or is there a way to do that? A potential use case could be showing two COGs from different UTM zones on a map.

Here's a repro based on the COG example:
```html
<!DOCTYPE html>
<html lang=""en"">
  <head>
    <meta charset=""UTF-8"">
    <title>Cloud Optimized GeoTIFF (COG)</title>    
    <link rel=""stylesheet"" href=""https://cdn.jsdelivr.net/gh/openlayers/openlayers.github.io@master/en/v6.10.0/css/ol.css"" type=""text/css"">
    <script src=""https://cdn.jsdelivr.net/gh/openlayers/openlayers.github.io@master/en/v6.10.0/build/ol.js""></script>
    <script src=""https://cdnjs.cloudflare.com/ajax/libs/proj4js/2.7.5/proj4.js""></script>
  </head>
  <body>
    <div id=""map"" style=""height: 400px; width: 100%; border: 1px solid black""></div>
    <script>
    // Add CRS definition for COG
    proj4.defs(""EPSG:32636"",""+proj=utm +zone=36 +datum=WGS84 +units=m +no_defs"");
    ol.proj.proj4.register(proj4);
    let cogProj = ol.proj.get(""EPSG:32636"");
  
    // COG source
    const source = new ol.source.GeoTIFF({
      sources: [
        {
          url: 'https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/2020/S2A_36QWD_20200701_0_L2A/TCI.tif',
        }
      ],
//    projection: cogProj
    });
    
    // Create map
    const map = new ol.Map({
      target: 'map',
      layers: [
        new ol.layer.Tile({
          source: new ol.source.OSM()
        }),
        new ol.layer.WebGLTile({
          source: source
        })
      ],
      view: new ol.View({
        projection: ""EPSG:4326"" // CRS for map
      })
    });
    
    // Fit to bounds of COG
    source.getView().then(view => {
      // Fit to COG extent
      let fromLonLat = ol.proj.getTransform(view.projection, map.getView().getProjection());
      let extent = ol.extent.applyTransform(view.extent, fromLonLat);
      map.getView().fit(extent);
    });
    </script>
  </body>
</html>
```
",1.4 Incomplete configuration processing,[https://raw.githubusercontent.com/mike-000/openlayers/36be9248369357a069573ec48b15308d25434db1/test/rendering/cases/webgl-reproj-float/expected.png],Map/Geospatial Visualization,Desired Output,tan
openlayers__openlayers-11377,https://github.com/openlayers/openlayers/issues/11333,"6.4.0 pointermove performance
Performance of pointermove event is much slower than in 6.3.1.

Example with 1000 features with non cached styles:
6.4.0.
https://codesandbox.io/s/prod-fast-hh1zd?file=/main.js:1438-1449
![640](https://user-images.githubusercontent.com/3100059/88535094-a6cda700-d009-11ea-826b-093126e3438a.gif)

6.3.1.
https://codesandbox.io/s/dazzling-varahamihira-fmzkd?file=/main.js
![631](https://user-images.githubusercontent.com/3100059/88535101-aa612e00-d009-11ea-9c84-2cc95cb310c5.gif)

It affects many operations like zoom, panning etc in my app. It's not so visible in examples above but you can see it on cursor. The cursor change in 6.3.1 is super fast but the change in 6.4.0 is much slower.

",2.7 Performance,"['https://user-images.githubusercontent.com/3100059/88535094-a6cda700-d009-11ea-826b-093126e3438a.gif', 'https://user-images.githubusercontent.com/3100059/88535101-aa612e00-d009-11ea-9c84-2cc95cb310c5.gif']",Map/Geospatial Visualization,Program Output,tan
openlayers__openlayers-14945,https://github.com/openlayers/openlayers/issues/14788,"ImageArcGISRest Default Ratio Bug: Layer-Map Mismatch in OpenLayers 7.4
In OpenLayers version 7.4, an issue has been discovered related to the ImageArcGISRest source. The problem lies with the default value of the ratio parameter in ImageArcGISRest, which is set to 1.5. When the computer's zoom or scaling ratio is not 100% (e.g., 150%), the following issues may occur:

Layer-Map Mismatch: Loading ArcGIS MapServer layers with a ratio value other than 1 or 1.5 (e.g., 2) can result in a mismatch between the layer and the map. This can cause misalignment or incorrect rendering of the layer.

Layer-Map Mismatch after Map Rotation: Even when the ratio is set to 1.5 or any other value other than 1, a layer-map mismatch issue can occur after map rotation. The rotated layer may not align correctly with the rotated map.

Currently, the workaround solution is to forcibly set the ratio to 1 to address these issues.
",2.4 Incorrect output,[https://github.com/openlayers/openlayers/issues/14788],Map/Geospatial Visualization,Program Output,tan
openlayers__openlayers-13119,https://github.com/openlayers/openlayers/pull/12985,"Flag for WebGLTile Layers for blending with gl.ONE
**Context**:

A digital slide microscopy images viewer based on OpenLayer ([link](https://github.com/MGHComputationalPathology/dicom-microscopy-viewer) used by this App [Slim](https://github.com/MGHComputationalPathology/slim)). The images are pyramidal multi resolution layers. Data shared in the context of Image Data Commons of the National Cancer Institute ([IDC](https://imaging.datacommons.cancer.gov/)).

**Why**: 

we need to blend with as gl.blendFunc(gl.ONE, gl.ONE) only for a subset of Tile Layers (WebGL).

**What**:

have a flag in the TileLayer (WebGL) style to change the webgl blendfunction. 

**Long explanation**:

we use OpenLayer to visualize microscopy images.  In our use case, we need to color and blend images from different TileLayers (https://www.youtube.com/watch?v=9VfrP6CM3nA).

We were performing the rendering with an webgl offscreen render.  With the new introduction of WebGL Tile Layers, we are switching from the offscreen render to a fully OpenLayer implementation (we have already tested that we get a major boost in performances, which is great!).

One thing that we miss in the new API, it is a parameter to set different blending options for the webgl rendering in OpenLayer (i.e. in https://github.com/openlayers/openlayers/blob/main/src/ol/webgl/Helper.js#L485-L488)

------------------------------------------------------------------------------------------

This PR is a draft and just to point out what we would like to have, and we would like to agree (and then contribute) on some  general API interface.





",4 Perfective Maintenance,[https://raw.githubusercontent.com/openlayers/openlayers/1313916226a7bf40109d06dee33914cb1b9ff37d/test/rendering/cases/webgl-precompose-event/expected.png],Diagram,Desired Output,tan
openlayers__openlayers-11545,https://github.com/openlayers/openlayers/issues/11542,"The className setting in ol.layer.HeatMap does not work


When I customize the className of the heatmap, it does not work, and the default className is not displayed on the page
![heatMap](https://user-images.githubusercontent.com/31643589/92585825-0a651880-f2c8-11ea-9adf-55d90ee18ede.png)

",2.4 Incorrect output,['https://user-images.githubusercontent.com/31643589/92585825-0a651880-f2c8-11ea-9adf-55d90ee18ede.png'],"Code Snippet Screenshot, Map/Geospatial Visualization, Web Interface (UI/UX Element)","Code, Menus and Preference, Program Output",tan
openlayers__openlayers-14332,https://github.com/openlayers/openlayers/issues/14308,"Incorrect rendering in vector context of rotated tile layers
**Describe the bug**
As described in https://github.com/openlayers/openlayers/issues/14168#issuecomment-1318248557  rendering to the vector context of tile layers breaks down close to view rotations of 90 and 270 degrees, affecting stroke width, text scale and precision of geometry.

**To Reproduce**
Compare vector context rendering on a tile layer https://codesandbox.io/s/scalerings-forked-srro95 at close to 90 degrees rotation with the expected behavior seen if using the vector context of a vector layer https://codesandbox.io/s/scalerings-forked-iub5kx

It can also be seen in the Flight Animation example which has both a tile layer and a vector layer used for completed flights, but uses the vector context of the tile layer for animating flights in progress.  The Marker Animation example which uses the vector context of its vector layer is not affected.

**Expected behavior**
Consistency in the vector contexts of tile and vector layers.

",2.4 Incorrect output,[https://raw.githubusercontent.com/openlayers/openlayers/84b226d93f6a4ec1270ebd7a57b527f34f933ae6/test/rendering/cases/postrender-immediate/expected.png],Map/Geospatial Visualization,Desired Output,tan
openlayers__openlayers-14719,https://github.com/openlayers/openlayers/issues/14718,"With version 7, the WMS image gets blurry in many cases
**Describe the bug**
If the ratio is not a round int, or map width or map height is not even, the image is blurry...

**To Reproduce**
Steps to reproduce the behavior:
1. Go to 'https://sbrunner.github.io/ngeo/ol7b.html'
3. See that the map is a little blurry

**Expected behavior**
The map is pixel perfect

",2.4 Incorrect output,"[https://raw.githubusercontent.com/openlayers/openlayers/78e9e22244c5c9c5f6d44fc01411f19e84fa747c/test/rendering/data/tiles/wms/epsg2056.png, https://raw.githubusercontent.com/openlayers/openlayers/78e9e22244c5c9c5f6d44fc01411f19e84fa747c/test/rendering/cases/source-imagewms-blurry/expected.png]",Map/Geospatial Visualization,Desired Output,tan
openlayers__openlayers-15229,https://github.com/openlayers/openlayers/issues/15228,"Icon distortion on `WebGLPoints` layer
**Describe the bug**
Icons are distorted on `WebGLPoints` layer when `icon-rotate-with-view: true` is used with non-square viewport.

**To Reproduce**
Something like
```js
const vector = new WebGLPointsLayer({
  source: new VectorSource({
    url: '/data/2012_Earthquakes_Mag5.kml',
    format: new KML({
      extractStyles: false,
    }),
  }),
  style: {
    'icon-src': '/data/icon.png',
    'icon-rotate-with-view': true,
  },
});

const raster = new TileLayer({
  source: new XYZ({
    url: '/data/tiles/satellite/{z}/{x}/{y}.jpg',
    transition: 0,
  }),
});

new Map({
  layers: [raster, vector],
  target: 'map',
  view: new View({
    center: [15180597.9736, 2700366.3807],
    zoom: 2,
    rotation: Math.PI / 2,
  }),
});
```
![actual](https://github.com/openlayers/openlayers/assets/445223/ec886b5c-df7f-48e2-a00f-942582e6558f)

**Expected behavior**
The icons should be displayed without distortion.

**Note**
I tried to implement it as a test code, but I realized it cannot be expressed as a test code because the current test framework uses a square viewport. It only happens when with non-square viewport.

",2.4 Incorrect output,[[https://private-user-images.githubusercontent.com/445223/273617053-ec886b5c-df7f-48e2-a00f-942582e6558f.png?jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJnaXRodWIuY29tIiwiYXVkIjoicmF3LmdpdGh1YnVzZXJjb250ZW50LmNvbSIsImtleSI6ImtleTUiLCJleHAiOjE3NzMyODkzODMsIm5iZiI6MTc3MzI4OTA4MywicGF0aCI6Ii80NDUyMjMvMjczNjE3MDUzLWVjODg2YjVjLWRmN2YtNDhlMi1hMDBmLTk0MjU4MmU2NTU4Zi5wbmc_WC1BbXotQWxnb3JpdGhtPUFXUzQtSE1BQy1TSEEyNTYmWC1BbXotQ3JlZGVudGlhbD1BS0lBVkNPRFlMU0E1M1BRSzRaQSUyRjIwMjYwMzEyJTJGdXMtZWFzdC0xJTJGczMlMkZhd3M0X3JlcXVlc3QmWC1BbXotRGF0ZT0yMDI2MDMxMlQwNDE4MDNaJlgtQW16LUV4cGlyZXM9MzAwJlgtQW16LVNpZ25hdHVyZT1iMDExOWY3NzRiYTA2OWYyNzE5OWJkNjdlMGMzZDYwYmU3M2ViMDI0MTZhYjE0ZjI0ZWMxNzM4ODExMGU3NjBjJlgtQW16LVNpZ25lZEhlYWRlcnM9aG9zdCJ9.2zNHqU0y72-lAw37egUjXk_jW-X8h4uQ_VSk1BSIZOg]],Map/Geospatial Visualization,Program Output,tan
openlayers__openlayers-9333,https://github.com/openlayers/openlayers/issues/9330,"Unify rendering tests
**Unify rendering tests**
Currently there are two different approaches for testing the rendering output.
A part of the rendering tests is in `rendering` and the other part is in `test/rendering`.

IMHO it would be better to unify the split tests to use one method for both.

",4 Perfective Maintenance,[https://raw.githubusercontent.com/openlayers/openlayers/7510a19c739c644f15f76333114b64d431b10555/rendering/cases/layer-image/expected.png],Map/Geospatial Visualization,Desired Output,tan
openlayers__openlayers-14932,https://github.com/openlayers/openlayers/issues/14930,"textAlign start/end regression
It looks like we had an unnoticed regression regarding the `'start'` and `'end'` values of the `Text` style's `textAlign` property.

When I updated the reference images of the rendering tests in #14928, I noticed a difference in `test/rendering/cases/text-style-linestring-nice` that went unnoticed for a long time: the texts 'Small text' and 'negative offsetX' are aligned at the wrong end.
",2.4 Incorrect output,[https://raw.githubusercontent.com/openlayers/openlayers/1280ef38d998a97b6563f0cf2ed894b651afc500/test/rendering/cases/text-style-linestring-nice/expected.png],Miscellaneous,Program Output,tan
openlayers__openlayers-10478,https://github.com/openlayers/openlayers/issues/10465,"Pieces of map do not appear when a tile layer is being reprojected.
**Describe the bug**

When zooming in and out on a map with a reprojected Tile layer, sometimes there are white areas. This turns out to be because the underlying Tile object has been disposed and is therefore excluded from the stitching process to make the source canvas for the reprojection.

**To Reproduce**
Steps to reproduce the behavior:
1. Go to https://pskreporter.info/testaeqd.html
2. Zoom in and out a bunch and pan around
3. See error -- example below

![image](https://user-images.githubusercontent.com/1508813/71559283-3be3cf80-2a2a-11ea-8cb7-93085d4596e1.png)


**Expected behavior**
No white area.

It seems that just modifying the loop in ol.reproj.Tile to include tiles in the ABORT state doesn't actually work -- that causes problems later on. I suspect that these tiles should not be disposed, or that some piece of code should refetch them...

",2.4 Incorrect output,['https://user-images.githubusercontent.com/1508813/71559283-3be3cf80-2a2a-11ea-8cb7-93085d4596e1.png'],Map/Geospatial Visualization,Program Output,tan
openlayers__openlayers-13547,https://github.com/openlayers/openlayers/issues/13543,"Gutter (aka buffer) option for more tile sources
**Is your feature request related to a problem? Please describe.**
Currently a gutter option is supported only by TileWMS.  However Nextzen https://tile.nextzen.org/tilezen/terrain/v1/{tilesize}/terrarium/{z}/{x}/{y}.png?api_key=your-nextzen-api-key` supports tiles sizes of 260 and 516 with a gutter of 2.  Some Mapbox tiles also have a 1 pixel buffer although I cannot find an example which does not need a SKU token. This is intended to avoid tile edge effects when interpolating, which can be seen in some OpenLayers examples: 

![image](https://user-images.githubusercontent.com/49240900/162012609-a49c5f87-0efe-4832-8e24-05dd0993291d.png)

**Describe the solution you'd like**
Make the gutter option available to more tile sources (e.g. XYZ and DataTile).  Also revise how the gutter is handled for WebGL tile layers.  Currently when rendering with WebGL the TileWMS gutter is removed before creating the texture, which does not prevent an edge effect.  It would be better to handle the gutter in the same way as a layer extent - here https://codesandbox.io/s/simple-forked-r14u0q the edge effect can be seen where datatiles join, but not where the layer extents meet.





",4 Perfective Maintenance,"['https://tile.nextzen.org/tilezen/terrain/v1/{tilesize}/terrarium/{z}/{x}/{y}.png', 'https://user-images.githubusercontent.com/49240900/162012609-a49c5f87-0efe-4832-8e24-05dd0993291d.png']",Map/Geospatial Visualization,Program Output,tan
openlayers__openlayers-14100,https://github.com/openlayers/openlayers/issues/14098,"Tile request timing changed for layers in a LayerGroup
I am not sure that this is necessarily a bug rather than just a change in expected behavior but, after perusing the release notes a few times I wasn't able to determine which particular change would have caused this behavior.  We recently upgraded from version 6.1 => 7.0 and noticed a change in tile loading behavior for layers within a LayerGroup.  In this example, we have 20 TileLayers that belong to a single LayerGroup.  In version 6.1 you can see that the requests get sent concurrently, causing imagery to show quite quickly 👍🏻 

![Screen Shot 2022-09-07 at 10 22 35 AM](https://user-images.githubusercontent.com/1480000/188934201-16966b56-90f6-4c8c-beff-572c223f0828.png)

After upgrading to version 7.0 it appears that each TileLayer in the LayerGroup requests imagery one at a time, causing the requests to be sent sequentially which has a very visible impact on imagery load times 🤔 

![Screen Shot 2022-09-07 at 10 26 43 AM](https://user-images.githubusercontent.com/1480000/188934422-bdf819a3-4a04-41ea-99ac-61d6c2ec1fb0.png)

The only differences in code between the two examples above were changes to the ol and ol-mapbox-style package versions.  I am hoping someone can help point me in the right direction towards how to get the loading behavior we see in the first screenshot.  

Also, thanks to everyone who contributes to this project and helps keep it alive.  We depend on it quite heavily in our application and so, appreciate the continued support 👏🏻 


",2.7 Performance,"['https://user-images.githubusercontent.com/1480000/188934201-16966b56-90f6-4c8c-beff-572c223f0828.png', 'https://user-images.githubusercontent.com/1480000/188934422-bdf819a3-4a04-41ea-99ac-61d6c2ec1fb0.png']",Web Interface (UI/UX Element),CPU/GPU Performance,tan
PrismJS__prism-1853,https://github.com/PrismJS/prism/issues/1852,"/* breaks JSON tokenization
**Information**
- Language: [JSON]
- Plugins: [none]

Does the problem still occur in the latest version of Prism? Yes

**Description**
I'm logging server response as JSON. The HTTP header `Accept: */*` triggers this problem.

![broken_tokenization](https://user-images.githubusercontent.com/24775744/55315159-55a5b580-549e-11e9-9789-1c0e7ac3356f.png)


**Code snippet**

<details>
<summary>The code being highlighted incorrectly.</summary>

```
{
  ""A"": ""/*"",
  ""B"": ""B"",
  ""C"": ""C""
}
```

</details>

",1.2.5 Missing handling of special characters,['https://user-images.githubusercontent.com/24775744/55315159-55a5b580-549e-11e9-9789-1c0e7ac3356f.png'],Code Snippet Screenshot,Code,tan
PrismJS__prism-1895,https://github.com/PrismJS/prism/issues/1893,"JavaScript numeric separators
**Information**
- Language: JavaScript
- Plugins: none

Does the problem still occur in the latest version of Prism? You can check using the [test page](https://prismjs.com/test.html) or get the latest version at the [download page](https://prismjs.com/download.html).

Yes

**Description**
A clear and concise description of what is being highlighted incorrectly and how it should be highlighted instead. Add screenshots to illustrate the problem.

The use of [numeric separators](https://github.com/tc39/proposal-numeric-separator) causes numeric literals to be highlighted incorrectly.


<details>
<summary>The code being highlighted incorrectly.</summary>

```
1_000_000_000_000
    1_019_436_871.42
```

</details>

Screenshot from <https://v8.dev/blog/v8-release-75#numeric-separators>:

![](https://user-images.githubusercontent.com/81942/57871547-eed72400-77df-11e9-9ccd-cde8ce4b32f8.png)

",1.1 Incomplete data processing,['https://user-images.githubusercontent.com/81942/57871547-eed72400-77df-11e9-9ccd-cde8ce4b32f8.png'],Web Interface (UI/UX Element),Program Output,tan
PrismJS__prism-2182,https://github.com/PrismJS/prism/issues/2181,"[elixir] attr-name is missing attributes ending with `?`
**Information**
- Language: elixir
- Plugins: none

**Description**
Attributes in elixir are allowed to end with a `?`, the regex pattern to identify these attributes as tokens is missing the optional question mark at the end.  See screenshot below taken from prismjs test website.

![Screenshot_from_2020-01-15_00-34-37](https://user-images.githubusercontent.com/8953691/72411369-53140400-3730-11ea-98b7-d91696a997d5.png)

Github syntax highlighting does support this as you can see in the code snippit below.

I think this could be easily fixed by changing this line:

https://github.com/PrismJS/prism/blob/6fd5c96b90a7724b8b1dbad1c44c0ee70068f4f3/components/prism-elixir.js#L40

to this:
`'attr-name': /\w+?\?:(?!:)/,`

**Code snippet**

<details>
<summary>The code being highlighted incorrectly.</summary>

```elixir
defmodule Contrived do
  def question(%{attribute: a, attribute?: b}) do
    [a, b]
  end
end
```

</details>

",1.2.5 Missing handling of special characters,['https://user-images.githubusercontent.com/8953691/72411369-53140400-3730-11ea-98b7-d91696a997d5.png'],Code Snippet Screenshot,Code,tan
PrismJS__prism-1602,https://github.com/PrismJS/prism/issues/1601,"YAML strings fail with trailing comments
# Summary

YAML string highlighting does not work when a string has a comment on the same line.

# Example

Using the following example:

```html
<html>
    <head>
        <link href=""prism.css"" rel=""stylesheet"" />
    </head>
    <body>
        <script src=""prism.js""></script>
        <pre>
            <code class=""language-yaml"">
hello:
    - ""world"" # test
    - ""world""
            </code>
        </pre>
    </body>
</html>
```

<img src=""https://user-images.githubusercontent.com/16418643/47632225-75f3d180-db06-11e8-8038-9f2d8ed3fa29.png"" width=""300px"" />

I'm testing this using version 1.15.0, from this link: https://prismjs.com/download.html#themes=prism&languages=markup+css+clike+javascript+yaml
YAML strings fail with trailing comments
# Summary

YAML string highlighting does not work when a string has a comment on the same line.

# Example

Using the following example:

```html
<html>
    <head>
        <link href=""prism.css"" rel=""stylesheet"" />
    </head>
    <body>
        <script src=""prism.js""></script>
        <pre>
            <code class=""language-yaml"">
hello:
    - ""world"" # test
    - ""world""
            </code>
        </pre>
    </body>
</html>
```

<img src=""https://user-images.githubusercontent.com/16418643/47632225-75f3d180-db06-11e8-8038-9f2d8ed3fa29.png"" width=""300px"" />

I'm testing this using version 1.15.0, from this link: https://prismjs.com/download.html#themes=prism&languages=markup+css+clike+javascript+yaml
",2.4 Incorrect output,"['https://user-images.githubusercontent.com/16418643/47632225-75f3d180-db06-11e8-8038-9f2d8ed3fa29.png', 'https://user-images.githubusercontent.com/16418643/47632225-75f3d180-db06-11e8-8038-9f2d8ed3fa29.png']",Code Snippet Screenshot,Code,tan
PrismJS__prism-1887,https://github.com/PrismJS/prism/issues/1886,"Support separating single quotes in C++ floating point and integer literals
**Information**
- Language: C++
- Plugins: none

Does the problem still occur in the latest version of Prism? Yes.

**Description**
C++ supports separating single quotes in its [floating point](http://eel.is/c++draft/lex.fcon) and [integer](http://eel.is/c++draft/lex.icon) literals – e.g. `1'000'000` is equivalent to `1000000`.

In this screenshot, top is current highlight and bottom is the correct highlight:
![good/wrong SS](https://user-images.githubusercontent.com/6709544/57575047-635a3d80-7443-11e9-91ec-335cf7ac33b5.png).

The problem gets more exacerbated for numbers with multiple quotes (values are examples from The International Standard), current on the left and correct on the right:
![good/even worse SS](https://user-images.githubusercontent.com/6709544/57575060-e085b280-7443-11e9-8361-dbc70ce965fd.png)

**Code snippet**

<details>
<summary>The code being highlighted incorrectly.</summary>

```cpp
auto i = 1'048'576;
auto j = 0x10'0000;
auto k = 0'004'000'000;
auto l = 1.602'176'565e-19;
```

</details>

**What I tried**

Adding the following to `components/prism-cpp.js`'	`extend('c')` call:

```js
'number': /(?:\b0x(?:[\da-f']+\.?[\da-f']*|\.[\da-f']+)(?:p[+-]?[\d']+)?|(?:\b[\d']+\.?[\d']*|\B\.[\d']+)(?:e[+-]?[\d']+)?)[ful]*/i
```

The regex is a the one from `components/prism-c.js`, modified to include `'` in every place where a digit could also be matched.

And adding `tests/languages/cpp/separating_single_quotes_feature.test`, containing:

```
1'048'576
0x10'0000
0'004'000'000
1.602'176'565e-19

----------------------------------------------------

[
	[""number"", ""1'048'576""],
	[""number"", ""0x10'0000""],
	[""number"", ""0'004'000'000""],
	[""number"", ""1.602'176'565e-19""]
]

----------------------------------------------------

Checks for the C++ feature of separating single quotes in literals (http://eel.is/c++draft/lex.icon and http://eel.is/c++draft/lex.fcon).
```

Which, sadly, fails, due to the parts of the numbers being forcibly interpreted as strings, and I don't know how to make it not do that, hence why I'm opening an issue instead of a PR.
",1.2.5 Missing handling of special characters,"['https://user-images.githubusercontent.com/6709544/57575047-635a3d80-7443-11e9-91ec-335cf7ac33b5.png', 'https://user-images.githubusercontent.com/6709544/57575060-e085b280-7443-11e9-8361-dbc70ce965fd.png']",Code Snippet Screenshot,Code,tan
PrismJS__prism-2946,https://github.com/PrismJS/prism/issues/2940,"reST links and verbatim highlighting bug
**Information**
- Language: reST (reStructuredText)
- Plugins: none

**Description**

The link element and verbatim elements are not detected, but instead it is rendered as whole text being italic:

![image](https://user-images.githubusercontent.com/212189/121644702-a14b4500-ca93-11eb-9bd5-263d53fbbf31.png)

When split into two lines, it does render correctly:

![image](https://user-images.githubusercontent.com/212189/121644736-ad370700-ca93-11eb-97ec-4fd68aeeb9f1.png)


**Code snippet**

[Test page](https://prismjs.com/test.html#language=rest&text=%60ALTER%20ROLE%20%3Chttps%3A%2F%2Fwww.postgresql.org%2Fdocs%2F12%2Fsql-alterrole.html%3E%60_%20or%20%60%60ALTER_ROLE%60%60%0A)

<details>
<summary>The code being highlighted incorrectly.</summary>

```rst
`ALTER ROLE <https://www.postgresql.org/docs/12/sql-alterrole.html>`_ or ``ALTER_ROLE``
```

</details>

",2.4 Incorrect output,"['https://user-images.githubusercontent.com/212189/121644702-a14b4500-ca93-11eb-9bd5-263d53fbbf31.png', 'https://user-images.githubusercontent.com/212189/121644736-ad370700-ca93-11eb-97ec-4fd68aeeb9f1.png']",Code Snippet Screenshot,Code,tan
PrismJS__prism-2195,https://github.com/PrismJS/prism/issues/2194,"Visual Basic: Comments not highlighting with line continuation
Tested in test drive as well. Is it possible to catch the underline at the end of the commented line and treat all as a single token? Thanks.

<img width=""925"" alt=""Screen Shot 2020-01-29 at 5 40 55 PM"" src=""https://user-images.githubusercontent.com/7944159/73404109-e6b40b80-42be-11ea-9b84-bf192c365522.png"">

",1.1 Incomplete data processing,['https://user-images.githubusercontent.com/7944159/73404109-e6b40b80-42be-11ea-9b84-bf192c365522.png'],Code Snippet Screenshot,"Code, Program Output",tan
PrismJS__prism-2705,https://github.com/PrismJS/prism/issues/2694,"Javascript family leaving 'template' span open after particular earlier syntax
**Information**
- Language: Javascript, also Typescript
- Plugins: Whatever the test page uses, presumably none

**Description**

I found a highlighting bug in this source code: https://deno.land/std@0.79.0/encoding/toml.ts and when the latest version of PrismJS was tested it showed a different bug. So I'm reporting the bug from latest here, from copying the whole file into Prism's test page.

It seems like particular template literal usage is getting parsed correctly earlier in the file, and then breaking other template tags later in the file. The affected line has its first template tag token ignored which then causes template tag parsing to be inverted for the rest of the file.

It seems there's two different setup lines for this bug that both need to be in a particular order:

1. One line with a regex containing a single quote, and then a single quote in template quotes. This renders fine.
2. Anywhere after that, a comment with a template literal in it. This renders fine.
3. Anywhere after that, a normal basic template literal. This breaks for the rest of the file


**Code snippet**

![Screenshot 2021-01-03 at 18 52 50](https://user-images.githubusercontent.com/40628/103485196-f4d6aa00-4df4-11eb-8cfd-cd59e9995bd7.png)

[Test page](https://prismjs.com/test.html#language=javascript&text=replace(%2F'%2F%2C%20%60'%60)%0A%0Aconst%20var1%20%3D%20%60this%20is%20fine%60%3B%0Aconst%20var2%20%3D%20%60this%20is%20fine%60%3B%0A%0A%2F%2F%20%60load%20bearing%20comment%60%0A%0Aconst%20var3%20%3D%20%60break%20starts%20here%60%3B%0Aconst%20var4%20%3D%20%60break%20ends%20here%60%3B)

<details>
<summary>The code being highlighted incorrectly.</summary>

```javascript
// One line with a pattern containing single quote, and then a single quote in template quotes
replace(/'/, `'`)

// Anywhere after that, a comment with template tags in it:
// `load bearing comment`

// Anywhere after that, normal basic template tags are broken
const var3 = `break starts here`;
const var4 = `break ends here`;
```

</details>

",2.1 Incorrect data processing,['https://user-images.githubusercontent.com/40628/103485196-f4d6aa00-4df4-11eb-8cfd-cd59e9995bd7.png'],Code Snippet Screenshot,Code,tan
PrismJS__prism-2703,https://github.com/PrismJS/prism/issues/2696,"F~ Comment Highlight bug
**Information:**
-latest version of testdrive 
https://prismjs.com/test.html#language=fsharp

**Description**
n F#, it is idiomatic to convert the multiplier operator to a function (*)

This causes a problem with the F# syntax highlighter, which sees `(*... ..*)` as a muilti-line comment, but it is is not when using `(*)` as seen in this screenshot from my solution. 



**Example**
When I post this into  testdrive:
```
let score category (dice:Die list) = 
    let iDice = dice |> List.map int |> List.sortDescending
    let diced = iDice |> List.countBy id |> List.sortByDescending snd 
    let countScore cat = dice |> List.filter (fun d -> d=cat) |> List.length |> (*) (int cat)
    let isStraight = iDice.[0] - iDice.[4] = 4

    match category  , List.map snd diced  with
    | Yacht         , [5]         -> 50
    | Ones          , _           -> countScore Die.One  
    | Twos          , _           -> countScore Die.Two  
    | Threes        , _           -> countScore Die.Three 
    | Fours         , _           -> countScore Die.Four 
    | Fives         , _           -> countScore Die.Five 
    | Sixes         , _           -> countScore Die.Six       
    | FourOfAKind   , [4;1]       
    | FourOfAKind   , [5]         -> iDice |> List.head |> (*) 4
    | LittleStraight, [1;1;1;1;1] when isStraight && iDice.[0] = 5 -> 30 
    | BigStraight   , [1;1;1;1;1] when isStraight && iDice.[0] = 6 -> 30
    | FullHouse     , [3;2]           
    | Choice        , _           -> iDice |> List.sum           
    | _             , _           -> 0
```
 the screenshot is:

![image](https://user-images.githubusercontent.com/9550055/103657670-15704280-4f62-11eb-889d-36421b9f7b2d.png)



",1.2.5 Missing handling of special characters,['https://user-images.githubusercontent.com/9550055/103657670-15704280-4f62-11eb-889d-36421b9f7b2d.png'],Code Snippet Screenshot,"Code, Program Output",tan
PrismJS__prism-3174,https://github.com/PrismJS/prism/issues/3171,"Update highlighting for Swift
**Information**
- Language: Swift
- Plugins: 'none'

**Description**
https://github.com/PrismJS/prism/pull/3022 was a great improvement for Swift, but there are simply more keywords we can support.

- [ ] Keywords in front of function body parameter types. See `isolated` in the following image which should've been a keyword (taken from https://www.avanderlee.com/swift/nonisolated-isolated/)

![image](https://user-images.githubusercontent.com/4329185/139298088-e2e754b8-d2d2-4aed-9594-167f51a9dfe6.png)


That's actually all I kind find right now, so we're in a good spot!!
",4 Perfective Maintenance,['https://user-images.githubusercontent.com/4329185/139298088-e2e754b8-d2d2-4aed-9594-167f51a9dfe6.png'],Code Snippet Screenshot,"Code, Program Output",tan
